language,count,count_distribution,bytes,bytes_distribution,percentage_sum,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
latte,1,6.769564040075819e-05,47632,8.035560910815881e-07,0.05437436715254891,0.05437436715254891,0.05437436715254891,0.05437436715254891,0.05437436715254891,0.05437436715254891
emberscript,6,0.00040617384240454913,144709,2.441253745052182e-06,0.05373379803436425,0.009,0.0189,0.0008,0.047310309084534596,2.0033071306503224e-06
ampl,14,0.0009477389656106146,142012,2.3957551143491453e-06,0.05135542831156918,0.0037,0.012,0.0001,0.0453552135477066,2.0288560990614014e-08
xbase,7,0.0004738694828053073,31745,5.355409831916572e-07,0.0506515535141131,0.0072,0.0181,0.0001,0.04831705865496947,5.656979035070701e-07
gcc machine description,2,0.00013539128080151638,10771335,0.0001817133827748215,0.04969201408788511,0.0248,0.0175,0.0248,0.037192495067842335,0.012499519020042775
newlisp,19,0.0012862171676144057,244451,4.123910186869863e-06,0.04818548844832262,0.0025,0.0069,0.0007,0.030420495523888823,2.084745523221324e-06
kaitai struct,5,0.00033847820200379094,68255,1.1514679416521203e-06,0.04706360120114056,0.0094,0.0155,0.0023,0.036860357812639535,0.0004439369068727555
dtrace,39,0.0026401299756295695,3661250,6.176561426084281e-05,0.046283722177670336,0.0012,0.0021,0.0002,0.008310928700489901,7.538663048263043e-07
bicep,4,0.00027078256160303275,331462,5.591793522465682e-06,0.04583592719647333,0.0115,0.0228,0.0001,0.04563579051132907,9.473014752058016e-07
pawn,30,0.0020308692120227455,842122,1.4206673298072915e-05,0.04371609552838065,0.0015,0.0047,0.0001,0.024996794499972524,1.953331857625564e-06
ags script,6,0.00040617384240454913,588305,9.924757855302185e-06,0.04173198200447672,0.007,0.012,0.0024,0.031114912638862534,3.61492928951865e-05
game maker language,7,0.0004738694828053073,104591,1.7644595045833553e-06,0.03932328018931534,0.0056,0.0131,0.0007,0.03514392374380784,6.1583155118525e-06
protocol buffer,4,0.00027078256160303275,89461,1.5092150542544918e-06,0.038554880591638405,0.0096,0.0136,0.0043,0.029744633325544213,0.00023958646243902934
beef,2,0.00013539128080151638,153138,2.583451727327264e-06,0.036374015758689496,0.0182,0.0176,0.0182,0.030642977779541655,0.005731037979147839
turing,7,0.0004738694828053073,30431,5.1337368591921e-07,0.036320613507011525,0.0052,0.0116,0.0004,0.0314552902078986,8.006244302506054e-06
asymptote,3,0.00020308692120227456,30145,5.085488403941567e-07,0.03544303503631693,0.0118,0.0094,0.0112,0.02154990089671055,0.002715388271430577
smt,4,0.00027078256160303275,3048317,5.1425379847530094e-05,0.034981436659643414,0.0087,0.0171,0.0003,0.03433573917536985,4.835087921415461e-05
mirc script,6,0.00040617384240454913,130377,2.199471625943572e-06,0.03483928105923574,0.0058,0.0138,0.0002,0.03400247090608011,1.8079248461690405e-05
inform 7,2,0.00013539128080151638,7975,1.3453896175629126e-07,0.030860146178157095,0.0154,0.0197,0.0154,0.029341792228390166,0.0015183539497669294
webidl,1,6.769564040075819e-05,105561,1.78082349115434e-06,0.030170759277863602,0.030170759277863602,0.030170759277863602,0.030170759277863602,0.030170759277863602,0.030170759277863602
stata,9,0.0006092607636068237,199597,3.3672192037204346e-06,0.03006894001764371,0.0033,0.0045,0.0027,0.014506108035726429,2.8403985386859617e-07
groff,3,0.00020308692120227456,28098,4.740157677026046e-07,0.030045789119548923,0.01,0.0119,0.0052,0.023613302187539497,0.0012257633162469357
maxscript,8,0.0005415651232060655,2934778,4.9509966784351715e-05,0.02954531020280398,0.0037,0.0034,0.0034,0.007637464267047359,4.28639863566265e-05
parrot,1,6.769564040075819e-05,454926,7.674642221434803e-06,0.028154814532326922,0.028154814532326922,0.028154814532326922,0.028154814532326922,0.028154814532326922,0.028154814532326922
puppet,12,0.0008123476848090983,145871,2.4608567887588665e-06,0.02573957642513829,0.0021,0.0025,0.0007,0.0067691314049532275,0.00016909079835134342
wdl,1,6.769564040075819e-05,600882,1.0136932967779786e-05,0.025590076766141896,0.025590076766141896,0.025590076766141896,0.025590076766141896,0.025590076766141896,0.025590076766141896
asp,7,0.0004738694828053073,79701,1.344562983189739e-06,0.02536605020560101,0.0036,0.0087,0.0002,0.02338695934270259,4.1679991089105355e-05
purebasic,9,0.0006092607636068237,22247,3.753088755099952e-07,0.025124440649776578,0.0028,0.0077,0.0002,0.023389750822755052,1.5558829136135898e-05
m,14,0.0009477389656106146,126101,2.127335124317252e-06,0.02345784932908828,0.0017,0.0045,0.0003,0.017073057808802375,3.243001526959975e-05
lilypond,4,0.00027078256160303275,5788,9.764407656995784e-08,0.02305133600565442,0.0058,0.011,0.0004,0.02226287830361276,5.232372396683515e-05
logtalk,3,0.00020308692120227456,77190,1.302202189086912e-06,0.0228137712261227,0.0076,0.0062,0.0106,0.011796808660719985,0.00046289152908501776
qt script,13,0.0008800433252098565,110360,1.8617830494575927e-06,0.0227279410565417,0.0017,0.0014,0.002,0.004249683150832217,7.65273915496522e-05
coldfusion,10,0.0006769564040075819,222612,3.75548430777323e-06,0.022404158823985325,0.0022,0.0028,0.0013,0.008747347573132972,1.1572652624943003e-05
rpc,10,0.0006769564040075819,889676,1.5008913522193125e-05,0.021825739832233227,0.0022,0.0036,0.0004,0.011692748466878986,1.9385484069862114e-05
powerbuilder,1,6.769564040075819e-05,25949,4.3776194590771183e-07,0.02150258745344034,0.02150258745344034,0.02150258745344034,0.02150258745344034,0.02150258745344034,0.02150258745344034
limbo,9,0.0006092607636068237,121505,2.049800194131432e-06,0.021449363070687445,0.0024,0.0032,0.0006,0.007935283355743162,6.010055251725798e-06
bitbake,5,0.00033847820200379094,11940,2.0142886562634705e-07,0.01931021767116905,0.0039,0.0053,0.0025,0.012941204509163707,7.105507333444412e-05
jq,13,0.0008800433252098565,36346,6.131602638237194e-07,0.01810815703576697,0.0014,0.003,0.0002,0.008944621930095514,4.772358863977006e-06
xquery,6,0.00040617384240454913,18779,3.1680340599641297e-07,0.017456383011866288,0.0029,0.0058,0.0006,0.014770516132578465,6.461110249270281e-06
max,9,0.0006092607636068237,353173,5.958060030138514e-06,0.017031326445527385,0.0019,0.0047,0.0001,0.014340645974042126,1.3034161630526416e-06
xml,1,6.769564040075819e-05,524594,8.849947599194966e-06,0.016956500841547897,0.016956500841547897,0.016956500841547897,0.016956500841547897,0.016956500841547897,0.016956500841547897
nextflow,2,0.00013539128080151638,100708,1.6989529480316714e-06,0.01582520722282014,0.0079,0.0112,0.0079,0.015811738999749206,1.3468223070935935e-05
clean,9,0.0006092607636068237,99928,1.68579427841789e-06,0.015677804959402193,0.0017,0.0021,0.0011,0.006751449248854944,2.5433036590731827e-05
cweb,1,6.769564040075819e-05,169996,2.867847691877428e-06,0.014570477084642921,0.014570477084642921,0.014570477084642921,0.014570477084642921,0.014570477084642921,0.014570477084642921
mlir,1,6.769564040075819e-05,66105,1.1151972497679792e-06,0.012467428712824977,0.012467428712824977,0.012467428712824977,0.012467428712824977,0.012467428712824977,0.012467428712824977
e,10,0.0006769564040075819,26037,4.3924651376157433e-07,0.01192833876022896,0.0012,0.0025,0.0002,0.008084533011843132,1.654557785513387e-07
1c enterprise,7,0.0004738694828053073,373368,6.298751482510715e-06,0.011750489263525872,0.0017,0.0038,0.0001,0.010253230959988554,2.1168373868348072e-05
module management system,24,0.0016246953696181965,438652,7.400098389005727e-06,0.011716946940930556,0.0005,0.0009,0.0,0.0029044376501017794,1.502226596409335e-06
squirrel,3,0.00020308692120227456,141514,2.387353809903423e-06,0.011700491974401896,0.0039,0.0061,0.0005,0.010945791427881827,0.0002918090174350524
abap,2,0.00013539128080151638,8638,1.457238309280055e-07,0.010457738354467646,0.0052,0.0052,0.0052,0.00891476659085092,0.0015429717636167258
riot,3,0.00020308692120227456,21208,3.5778085278086833e-07,0.009594829641724723,0.0032,0.0046,0.0008,0.008529410540078029,0.00025199761091359267
hyphy,1,6.769564040075819e-05,432,7.287878555325119e-09,0.009522340026891793,0.009522340026891793,0.009522340026891793,0.009522340026891793,0.009522340026891793,0.009522340026891793
rexx,4,0.00027078256160303275,11374,1.9188039511173124e-07,0.009160499624389298,0.0023,0.0037,0.0007,0.007798250177912532,5.706483406141928e-05
sieve,4,0.00027078256160303275,2444,4.123049812318192e-08,0.009081691244709112,0.0023,0.002,0.0022,0.004617143265400896,0.00010801409875918804
piglatin,8,0.0005415651232060655,14406,2.430305057129946e-07,0.00886330364303688,0.0011,0.0018,0.0004,0.00524814703580534,2.0949786336700744e-06
sqlpl,8,0.0005415651232060655,276049,4.656971266941999e-06,0.00881769333633569,0.0011,0.001,0.0009,0.0033506886628088843,3.70713458302442e-05
boogie,1,6.769564040075819e-05,66017,1.1137126819141167e-06,0.008600979659882371,0.008600979659882371,0.008600979659882371,0.008600979659882371,0.008600979659882371,0.008600979659882371
smpl,25,0.0016923910100189548,384777,6.491222330746142e-06,0.008569355541158974,0.0003,0.0005,0.0001,0.0018149913521827953,9.719534474203987e-07
codeql,7,0.0004738694828053073,16049,2.7074806234817784e-07,0.008151556429666619,0.0012,0.0025,0.0001,0.006677254756192343,2.1303157055274763e-05
sas,16,0.001083130246412131,52277,8.819176556405815e-07,0.008141532663115389,0.0005,0.0009,0.0001,0.0030784804003588257,4.230109304348211e-06
eiffel,3,0.00020308692120227456,26302,4.4371708741241036e-07,0.008118510906702216,0.0027,0.002,0.0026,0.004758128469468675,0.0007177471673557072
uno,1,6.769564040075819e-05,673806,1.1367167356132863e-05,0.0070959643331237245,0.0070959643331237245,0.0070959643331237245,0.0070959643331237245,0.0070959643331237245,0.0070959643331237245
q,4,0.00027078256160303275,18811,3.17343248852363e-07,0.00660681437140836,0.0017,0.0018,0.001,0.0042541935768289725,0.00030318196640652595
lolcode,4,0.00027078256160303275,8359,1.4101707602769137e-07,0.0062941006844718286,0.0016,0.001,0.0017,0.002688624476708885,0.0002481685750501998
xonsh,3,0.00020308692120227456,9748,1.6444962999377142e-07,0.006246111482322966,0.0021,0.0006,0.0022,0.002593098199212778,0.0014422638430768829
omgrofl,1,6.769564040075819e-05,239,4.031951330376628e-09,0.005268146450062821,0.005268146450062821,0.005268146450062821,0.005268146450062821,0.005268146450062821,0.005268146450062821
labview,1,6.769564040075819e-05,1549,2.6131768245830115e-08,0.004685618870732578,0.004685618870732578,0.004685618870732578,0.004685618870732578,0.004685618870732578,0.004685618870732578
stringtemplate,6,0.00040617384240454913,36739,6.197902088983554e-07,0.004504063369244225,0.0008,0.0011,0.0001,0.0027666940566722737,5.920058806868495e-06
augeas,2,0.00013539128080151638,8900,1.501437943110962e-07,0.004203594898358736,0.0021,0.0003,0.0021,0.002306024949670577,0.0018975699486881595
csound,2,0.00013539128080151638,48643,8.206117513117587e-07,0.004167270131658263,0.0021,0.0025,0.0021,0.003835386955275861,0.0003318831763824019
basic,8,0.0005415651232060655,5766,9.727293460649221e-08,0.0038024199693159812,0.0005,0.0008,0.0001,0.0018015732047703629,1.7990289741112234e-06
freebasic,4,0.00027078256160303275,86880,1.465673353904274e-06,0.003581726248036594,0.0009,0.001,0.0008,0.0020175954843682014,2.6955747873001855e-05
flux,2,0.00013539128080151638,10631,1.79345918800142e-07,0.003264625774820019,0.0016,0.0015,0.0016,0.0027259591703753397,0.0005386666044446795
oz,1,6.769564040075819e-05,138,2.328072316284413e-09,0.003041858619701545,0.003041858619701545,0.003041858619701545,0.003041858619701545,0.003041858619701545,0.003041858619701545
modula-2,1,6.769564040075819e-05,137,2.311202227035975e-09,0.003019816165935592,0.003019816165935592,0.003019816165935592,0.003019816165935592,0.003019816165935592,0.003019816165935592
ec,10,0.0006769564040075819,50892,8.585525820314953e-07,0.0028691962055872686,0.0003,0.0006,0.0,0.00204994820023365,4.368629669570401e-06
csound document,2,0.00013539128080151638,33228,5.605593255470903e-07,0.0028542195722369413,0.0014,0.0016,0.0014,0.002550043286166186,0.00030417628607075543
jsoniq,3,0.00020308692120227456,1084,1.8287176745306547e-08,0.0028280282802152727,0.0009,0.0015,0.0001,0.002723356495617872,2.069302963790055e-05
clips,5,0.00033847820200379094,21547,3.6349981303608874e-07,0.0027756186431628273,0.0006,0.0007,0.0005,0.001753110603353673,1.3750622673077127e-05
nwscript,1,6.769564040075819e-05,124,2.091891066806284e-09,0.0027332642669782,0.0027332642669782,0.0027332642669782,0.0027332642669782,0.0027332642669782,0.0027332642669782
blitzbasic,4,0.00027078256160303275,3773,6.365084673435573e-08,0.002690921070530008,0.0007,0.0007,0.0005,0.001653184032446492,2.5811101454008837e-05
unrealscript,3,0.00020308692120227456,19116,3.224886260731365e-07,0.002523990557235247,0.0008,0.0014,0.0001,0.002446712368020808,1.9967945771509618e-05
lean,1,6.769564040075819e-05,4539,7.657333509865907e-08,0.0024347814892237184,0.0024347814892237184,0.0024347814892237184,0.0024347814892237184,0.0024347814892237184,0.0024347814892237184
nemerle,2,0.00013539128080151638,2528,4.264758562005069e-08,0.002329940168789927,0.0012,0.0016,0.0012,0.0022703727378931824,5.956743089674456e-05
cool,2,0.00013539128080151638,17513,2.954458730078908e-07,0.002286345568856225,0.0011,0.001,0.0011,0.001851566116340071,0.0004347794525161542
fantom,1,6.769564040075819e-05,94,1.5857883893531508e-09,0.0020719906539996033,0.0020719906539996033,0.0020719906539996033,0.0020719906539996033,0.0020719906539996033,0.0020719906539996033
idl,2,0.00013539128080151638,2487,4.195591196086475e-08,0.0019842617191268884,0.001,0.0009,0.001,0.0016087721746332548,0.00037548954449363357
modula-3,3,0.00020308692120227456,1851,3.122653519885832e-08,0.0018619570794866994,0.0006,0.001,0.0001,0.001763396301276258,2.1874164729748913e-05
gaml,1,6.769564040075819e-05,77,1.2989968721297087e-09,0.0016972689399783983,0.0016972689399783983,0.0016972689399783983,0.0016972689399783983,0.0016972689399783983,0.0016972689399783983
lsl,1,6.769564040075819e-05,74,1.2483866043843954e-09,0.0016311415786805386,0.0016311415786805386,0.0016311415786805386,0.0016311415786805386,0.0016311415786805386,0.0016311415786805386
fancy,3,0.00020308692120227456,10512,1.7733837817957788e-07,0.0016016093370808291,0.0005,0.0002,0.0005,0.0007040143377359462,0.00039061856272795876
golo,1,6.769564040075819e-05,72,1.2146464258875198e-09,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322
lasso,1,6.769564040075819e-05,72,1.2146464258875198e-09,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322
holyc,1,6.769564040075819e-05,65,1.0965558011484554e-09,0.0014327594947869597,0.0014327594947869597,0.0014327594947869597,0.0014327594947869597,0.0014327594947869597,0.0014327594947869597
urweb,2,0.00013539128080151638,5887,9.931421540555318e-08,0.001381841337924421,0.0007,0.0002,0.0007,0.0008025569359446743,0.0005792844019797469
genie,2,0.00013539128080151638,535,9.02549774791421e-09,0.0013808479025350445,0.0007,0.0008,0.0007,0.0012784623184252872,0.00010238558410975735
pike,2,0.00013539128080151638,1395,2.3533774501570697e-08,0.0012939556435786457,0.0006,0.0009,0.0006,0.0012564198646593339,3.753577891931182e-05
gosu,2,0.00013539128080151638,159,2.6823441905016064e-09,0.0012603696899342262,0.0006,0.0008,0.0006,0.0012123349571274275,4.8034732806798764e-05
ring,2,0.00013539128080151638,1435,2.420857807150821e-08,0.0011568622885692707,0.0006,0.0003,0.0006,0.0007600981207821126,0.00039676416778715805
j,2,0.00013539128080151638,865,1.4592627199898676e-08,0.001127090830612607,0.0006,0.0007,0.0006,0.0010359953269998016,9.109550361280536e-05
redcode,1,6.769564040075819e-05,10861,1.8322603932728266e-07,0.00110338328544488,0.00110338328544488,0.00110338328544488,0.00110338328544488,0.00110338328544488,0.00110338328544488
ceylon,1,6.769564040075819e-05,50,8.435044624218887e-10,0.0011021226882976614,0.0011021226882976614,0.0011021226882976614,0.0011021226882976614,0.0011021226882976614,0.0011021226882976614
moocode,1,6.769564040075819e-05,48,8.097642839250132e-10,0.0010580377807657547,0.0010580377807657547,0.0010580377807657547,0.0010580377807657547,0.0010580377807657547,0.0010580377807657547
component pascal,2,0.00013539128080151638,36126,6.09448844189063e-07,0.0010052853630437536,0.0005,0.0004,0.0005,0.0007648865438665626,0.00024039881917719104
ats,1,6.769564040075819e-05,44,7.422839269312621e-10,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419
ooc,1,6.769564040075819e-05,44,7.422839269312621e-10,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419
xproc,2,0.00013539128080151638,158,2.6654741012531682e-09,0.0008694186411224997,0.0004,0.0005,0.0004,0.0008155707893402693,5.384785178223039e-05
p4,1,6.769564040075819e-05,9242,1.559133648340619e-07,0.0008387089689860088,0.0008387089689860088,0.0008387089689860088,0.0008387089689860088,0.0008387089689860088,0.0008387089689860088
zimpl,2,0.00013539128080151638,2150,3.6270691884141214e-08,0.000691665335437804,0.0003,0.0004,0.0003,0.0006592944593785433,3.237087605926071e-05
xc,2,0.00013539128080151638,43932,7.411367608623683e-07,0.0006862726139845756,0.0003,0.0004,0.0003,0.0006168333988641923,6.943921512038324e-05
shellsession,1,6.769564040075819e-05,3837,6.473053244625574e-08,0.0006489936961180468,0.0006489936961180468,0.0006489936961180468,0.0006489936961180468,0.0006489936961180468,0.0006489936961180468
objectscript,1,6.769564040075819e-05,14758,2.489687771284447e-07,0.0006329491234653943,0.0006329491234653943,0.0006329491234653943,0.0006329491234653943,0.0006329491234653943,0.0006329491234653943
hiveql,4,0.00027078256160303275,5533,9.33422038116062e-08,0.0006109679467329521,0.0002,0.0001,0.0001,0.00030859435272334514,5.065367915104434e-05
clarion,2,0.00013539128080151638,9064,1.5291048894784e-07,0.000602298318285844,0.0003,0.0003,0.0003,0.0005167108281063467,8.558749017949726e-05
mcfunction,1,6.769564040075819e-05,25,4.2175223121094436e-10,0.0005510613441488307,0.0005510613441488307,0.0005510613441488307,0.0005510613441488307,0.0005510613441488307,0.0005510613441488307
self,1,6.769564040075819e-05,23,3.8801205271406884e-10,0.0005069764366169242,0.0005069764366169242,0.0005069764366169242,0.0005069764366169242,0.0005069764366169242,0.0005069764366169242
ioke,1,6.769564040075819e-05,22,3.7114196346563103e-10,0.00048493398285097097,0.00048493398285097097,0.00048493398285097097,0.00048493398285097097,0.00048493398285097097,0.00048493398285097097
singularity,1,6.769564040075819e-05,1419,2.3938656643533202e-08,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357
nit,1,6.769564040075819e-05,21,3.5427187421719327e-10,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776
tea,1,6.769564040075819e-05,21,3.5427187421719327e-10,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776
boo,1,6.769564040075819e-05,20,3.374017849687555e-10,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645
opa,1,6.769564040075819e-05,20,3.374017849687555e-10,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645
shen,1,6.769564040075819e-05,19,3.2053169572031775e-10,0.0004188066215531113,0.0004188066215531113,0.0004188066215531113,0.0004188066215531113,0.0004188066215531113,0.0004188066215531113
x10,1,6.769564040075819e-05,2354,3.9712190090822525e-08,0.0003981577171388799,0.0003981577171388799,0.0003981577171388799,0.0003981577171388799,0.0003981577171388799,0.0003981577171388799
igor pro,4,0.00027078256160303275,11581,1.9537250358615787e-07,0.000394597849820253,0.0001,0.0002,0.0,0.00033901341731425204,2.4752044408549096e-06
al,1,6.769564040075819e-05,32735,5.522423715476106e-07,0.00036943995408403655,0.00036943995408403655,0.00036943995408403655,0.00036943995408403655,0.00036943995408403655,0.00036943995408403655
brightscript,1,6.769564040075819e-05,517,8.72183614144233e-09,0.00027732584929029795,0.00027732584929029795,0.00027732584929029795,0.00027732584929029795,0.00027732584929029795,0.00027732584929029795
lookml,1,6.769564040075819e-05,1306,2.2032336558459734e-08,0.00023627668470160932,0.00023627668470160932,0.00023627668470160932,0.00023627668470160932,0.00023627668470160932,0.00023627668470160932
dylan,1,6.769564040075819e-05,1284,2.1661194594994102e-08,0.00023141322832988137,0.00023141322832988137,0.00023141322832988137,0.00023141322832988137,0.00023141322832988137,0.00023141322832988137
krl,3,0.00020308692120227456,15675,2.644386489692621e-07,0.00022130778313015481,0.0001,0.0001,0.0,0.0002084460382141657,6.115848730062054e-06
modelica,1,6.769564040075819e-05,1346,2.2707140128397246e-08,0.00015031174051950016,0.00015031174051950016,0.00015031174051950016,0.00015031174051950016,0.00015031174051950016,0.00015031174051950016
rascal,4,0.00027078256160303275,2825,4.7658002126836715e-08,0.00013401536261201086,0.0,0.0001,0.0,0.0001204728772199613,2.3921367748811156e-06
cue,1,6.769564040075819e-05,384,6.478114271400106e-09,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321
isabelle,3,0.00020308692120227456,856,1.4440796396662736e-08,0.00011109769100303247,0.0,0.0,0.0,7.315343092437472e-05,2.0045465342671106e-06
scaml,1,6.769564040075819e-05,70,1.1809062473906443e-09,9.036035710413128e-05,9.036035710413128e-05,9.036035710413128e-05,9.036035710413128e-05,9.036035710413128e-05,9.036035710413128e-05
harbour,2,0.00013539128080151638,1912,3.225561064301303e-08,5.1971424391685776e-05,0.0,0.0,0.0,4.961795131677455e-05,2.3534730749112257e-06
csound score,1,6.769564040075819e-05,1586,2.6755961548022312e-08,2.6443539658190074e-05,2.6443539658190074e-05,2.6443539658190074e-05,2.6443539658190074e-05,2.6443539658190074e-05,2.6443539658190074e-05
kit,1,6.769564040075819e-05,826,1.3934693719209602e-08,9.87296364447281e-06,9.87296364447281e-06,9.87296364447281e-06,9.87296364447281e-06,9.87296364447281e-06,9.87296364447281e-06
filebench wml,2,0.00013539128080151638,1329,2.2420348611173804e-08,3.365928219118655e-06,0.0,0.0,0.0,3.3405675178803875e-06,2.5360701238267515e-08
srecode template,2,0.00013539128080151638,5,8.435044624218888e-11,7.955916468705064e-07,0.0,0.0,0.0,7.335173157765149e-07,6.207433109399149e-08
chuck,1,6.769564040075819e-05,39,6.579334806890732e-10,5.007421988031116e-08,5.007421988031116e-08,5.007421988031116e-08,5.007421988031116e-08,5.007421988031116e-08,5.007421988031116e-08
