repo_id,apity,apity_num,pj_size,lg_num,age,cmmt_num,dev_num,se_num,se_rem_num,se_iibc_num,se_pd_num,se_other
45055693,FFI_IMI_EBD,1,102245,6,2085,2899,83,12,2,0,1,9
10851820,,0,7629,4,2947,5193,452,8,0,0,0,8
1357796,FFI_IMI,1,233421,12,3399,20000,716,140,77,0,0,63
21696302,IMI,1,6443,4,2565,3731,693,2,0,0,0,2
67709808,EBD,0,71539,3,1772,2124,359,5,1,0,0,4
2206953,IMI,1,2621,2,3634,1084,178,6,0,0,0,6
30215630,IMI,1,7316,2,2359,1487,224,5,4,0,0,1
124257233,,0,55145,4,2267,3978,334,5,0,0,0,5
20965586,,0,1112,3,2591,1728,221,9,0,0,0,9
115720575,,0,5819,4,2283,1577,201,2,0,0,0,2
1451352,IMI_EBD,0,18875,4,3618,3508,568,15,5,0,0,10
49910095,IMI,1,15964,4,2008,5538,228,37,9,0,3,25
134017286,,0,25535,4,3056,3533,239,16,2,0,0,14
90792131,,0,21384,4,2478,2215,188,6,0,0,0,6
52113921,IMI,1,35178,2,1981,1122,335,23,0,0,0,23
124171501,IMI_EBD,0,8198,5,1211,2328,163,4,4,0,0,0
91253698,,0,1022449,5,2614,20480,326,6,0,0,0,6
734934,IMI_EBD,0,14779,6,4044,2570,266,10,2,4,0,4
301742,FFI_IMI,1,9032,4,4321,4331,445,54,19,19,0,16
12226786,FFI_IMI,1,46187,6,2863,1437,160,18,14,0,0,4
15183485,FFI_EBD,0,27558,15,2758,3646,131,0,0,0,0,0
43723161,IMI,1,17574,3,2093,6183,681,41,5,0,0,36
3606624,IMI,1,17047,4,3401,8645,291,67,34,1,3,29
69495170,EBD,0,4872,2,1764,2870,427,10,0,1,0,9
7587038,,0,18484,11,3255,3033,374,2,0,0,0,2
12670444,IMI_EBD,0,15148,4,2743,2108,245,6,6,0,0,0
45942274,IMI,1,7681,2,2135,1961,415,2,0,0,0,2
15480067,,0,26763,4,5963,6646,677,13,0,0,0,13
34864402,FFI_IMI,1,91283,13,2283,11631,1081,78,43,0,0,35
18964487,IMI_EBD,0,5467,3,2655,1992,223,0,0,0,0,0
23095954,,0,949,2,3644,9816,1207,94,29,0,0,65
44998092,,0,19089,4,2772,1535,99,13,0,0,0,13
67702184,IMI,1,53869,6,2879,5101,270,57,5,0,0,52
14003349,IMI_EBD,0,4840,3,2704,1118,121,2,0,0,0,2
110446844,IMI_EBD,0,70716,6,1329,1477,119,9,0,0,0,9
26820798,EBD,0,12630,2,2438,1828,290,11,0,0,0,11
13926404,,0,26085,10,2813,9285,798,15,0,0,0,15
59239347,,0,52324,8,2967,3496,374,19,0,1,0,18
37153337,IMI_EBD,0,51228,3,2212,1755,158,4,2,0,0,2
138331573,,0,1337,3,2218,2502,442,0,0,0,0,0
11061773,IMI,1,28227,3,2953,8022,969,105,2,0,0,103
36804486,IMI,1,5796,5,2834,1856,119,5,1,0,0,4
57167764,HIT,0,9437,5,1944,2084,184,20,6,0,1,13
50603846,IMI,1,22840,4,2007,3543,336,24,4,0,3,17
77213120,,0,79839,11,5453,20480,3173,67,8,0,2,57
11892946,FFI_IMI,1,77473,9,2915,1970,89,24,3,0,0,21
33486016,HIT,0,5068,3,2303,2333,191,16,5,0,0,11
5373551,FFI_IMI,1,1095583,21,4163,14732,724,112,31,1,0,80
65233633,,0,26864,6,2662,1778,151,1,0,0,0,1
23044617,EBD,0,49936,3,2496,2968,74,0,0,0,0,0
15116946,IMI,1,11384,3,1819,1328,280,3,3,0,0,0
22394357,FFI_IMI,1,24267,12,2552,5956,430,87,47,1,0,39
20818126,,0,141428,5,2592,15244,513,17,2,0,0,15
38366638,,0,714,2,3076,2661,359,9,0,0,0,9
74260508,IMI,1,21493,4,1712,1542,189,10,0,0,0,10
35810174,,0,14758,4,2778,1517,175,0,0,0,0,0
11570469,,0,767,3,2903,1029,138,19,2,0,0,17
71939872,IMI_EBD,0,104086,5,1738,2108,301,5,3,0,0,2
14812739,IMI,1,16392,7,3781,4849,532,123,103,0,1,19
38307428,,0,15948,3,3773,7815,734,9,6,0,0,3
60246359,,0,452279,23,4373,20480,784,46,17,0,0,29
448045,,0,86782,3,5504,20480,2031,49,10,0,0,39
1103607,FFI_IMI,1,129220,14,3806,20000,894,1139,50,21,12,1056
184460,IMI,1,32268,6,4479,11661,1164,95,28,0,1,66
53658802,FFI_IMI,1,343695,13,1914,12028,373,352,51,0,0,301
65214191,,0,119122,14,2604,9923,973,154,8,0,4,142
1206546,IMI,1,2598,2,3532,1356,352,4,3,0,0,1
53266139,IMI,1,19317,3,2029,4727,320,5,0,0,0,5
51728141,IMI_EBD,0,33071,6,1988,2613,147,2,0,0,0,2
45721011,,0,160271,15,2828,7033,479,12,3,0,0,9
16089035,,0,38114,10,3233,11624,670,23,1,0,0,22
20787122,,0,4764,5,2594,2152,136,8,0,0,1,7
53632140,IMI,1,12440,5,1958,2658,245,10,1,0,0,9
4279682,FFI_IMI,1,68929,14,5792,14412,807,176,73,1,0,102
102578345,FFI_IMI,1,269025,20,1423,3597,285,34,15,0,0,19
73648678,,0,609990,7,2557,9914,799,26,1,0,0,25
11507163,IMI,1,48698,4,2071,4597,45,3,2,0,0,1
455600,FFI_IMI,1,478331,25,1372,20000,491,358,124,5,3,226
44150497,IMI_EBD,0,3005,4,2117,1318,610,5,0,0,0,5
29112049,FFI_IMI,1,13772,7,2205,4033,151,28,10,2,0,16
16072585,IMI_EBD,0,14357,4,2750,6845,1065,27,0,2,3,22
56899284,IMI_EBD,0,72054,6,1962,2949,221,10,2,0,0,8
58157629,IMI,1,37039,2,1882,1393,165,4,2,0,0,2
131770422,HIT,0,23372,3,1182,4028,196,3,0,0,0,3
12044132,EBD,0,52060,6,2929,3898,222,2,0,0,1,1
21234201,IMI_EBD,0,140493,4,2509,1608,29,0,0,0,0,0
21399598,IMI_EBD,0,50580,6,2570,4936,458,23,12,0,1,10
59114705,,0,3447,2,2912,4520,402,2,0,0,0,2
127769231,,0,59846,3,2297,20480,2038,85,40,0,1,44
527644,,0,15974,5,4168,7941,853,43,4,0,0,39
1377867,IMI,1,5909,7,4058,2952,224,11,1,0,0,10
40345658,,0,8577,3,2487,2112,284,1,0,0,0,1
19953044,,0,14575,21,2734,11627,1228,59,15,0,0,44
66424871,,0,40116,4,1787,1219,233,0,0,0,0,0
52630616,EBD,0,57850,2,1981,9779,721,39,14,0,0,25
73614722,IMI,1,352305,2,1719,1326,20,3,0,0,0,3
15225670,FFI_IMI,1,193736,12,2783,8878,506,93,8,0,1,84
7833168,,0,3260866,16,2201,20124,540,841,2,2,5,832
59010815,,0,3420,6,2380,3784,201,10,9,0,0,1
17107479,,0,100328,7,2708,13260,649,33,9,0,4,20
11829145,IMI_EBD,0,3825,6,2623,2633,40,2,0,0,0,2
126365965,IMI_EBD,0,24355,8,1213,1133,65,1,0,0,0,1
312262,EBD,0,5691,3,4317,4419,172,14,6,0,0,8
65711522,FFI_IMI,1,238286,10,1297,20000,618,69,39,0,0,30
2278524,IMI,1,2020,3,2789,2066,316,1,0,1,0,0
3422939,IMI,1,5443,3,3441,1051,87,2,1,0,0,1
38696925,,0,7947,3,2670,9574,855,36,1,0,0,35
1607357,EBD,0,3229,3,3482,1703,261,3,2,0,0,1
8424040,IMI_EBD,0,77176,4,3815,9096,624,20,10,0,0,10
75425073,,0,40499,4,1694,8699,328,13,0,0,0,13
75642389,IMI,1,85703,4,2671,6820,469,12,6,0,1,5
1790564,,0,156854,5,3714,20480,717,100,10,0,0,90
56315715,,0,58949,6,1927,4841,412,12,0,0,0,12
13404515,,0,4675,2,4521,20480,664,195,24,1,0,170
82285884,IMI_EBD,0,327279,8,1122,1618,59,0,0,0,0,0
1093228,FFI_IMI,1,965022,16,2626,20000,671,659,177,0,0,482
10365411,IMI,1,10390,2,2622,2621,221,4,2,0,0,2
2889328,IMI,1,298284,4,2801,20000,68,56,8,2,1,45
16989371,IMI_EBD,0,18435,6,2688,4131,373,11,1,0,0,10
122734569,,0,2264,3,4111,1608,243,0,0,0,0,0
1548202,IMI_EBD,0,252918,10,3080,20000,365,65,20,4,4,37
34777562,IMI,1,238119,10,2842,6939,104,79,44,0,0,35
59720190,IMI,1,3399,5,1889,2536,352,16,1,0,0,15
29759715,,0,28830,13,4618,11206,603,27,10,0,0,17
46806184,IMI,1,291408,7,2036,13768,3737,117,4,4,10,99
19463625,,0,697,4,2632,6560,578,21,2,0,4,15
25449064,,0,2896,5,2467,3325,338,8,3,0,0,5
17066884,IMI_EBD,0,4171,6,2367,1181,69,1,0,0,0,1
924303,IMI_EBD,0,8242,6,3399,1517,243,2,2,0,0,0
11481338,IMI,1,32282,2,2933,3371,101,10,2,0,0,8
30161665,IMI_EBD,0,36932,3,2360,5994,229,9,5,0,0,4
5888353,IMI,1,10497,5,3519,3994,601,28,5,1,0,22
104172832,IMI_EBD,0,17366,5,1409,3893,159,4,2,0,0,2
42625970,,0,238395,3,2681,1010,276,4,0,0,0,4
33702544,,0,88442,5,2295,4419,187,5,0,0,0,5
8538132,,0,36178,4,3057,1356,204,0,0,0,0,0
75164823,IMI,1,10060,4,1669,1638,353,7,4,0,1,2
658518,FFI,1,74627,5,3820,20000,887,90,3,1,3,83
326688,,0,1594,5,4306,2803,188,1,0,0,0,1
11116372,IMI_EBD,0,151842,6,2927,8792,338,69,3,44,1,21
60243197,,0,1713899,11,1750,20480,524,96,4,0,6,86
7910045,IMI_EBD,0,99109,5,2766,5226,465,36,0,0,0,36
41766002,,0,905710,10,2149,20466,1232,26,2,0,5,19
29078997,IMI,1,1331511,9,709,20000,213,109,15,0,1,93
1631570,IMI,1,5985,3,3746,1365,133,1,1,0,0,0
13142126,IMI,1,25318,4,2862,3764,213,6,5,1,0,0
93253246,IMI_EBD,0,690443,4,2464,5642,718,1,0,0,1,0
4576305,FFI_IMI,1,64352,7,3135,2626,126,19,4,0,0,15
30675533,,0,1026874,3,2331,3722,165,2,0,0,1,1
41889031,,0,52195,3,3128,11582,1364,64,1,0,0,63
5448530,EBD,0,16494,3,1232,1401,75,0,0,0,0,0
18503721,FFI_IMI,1,32013,15,2636,2024,249,24,12,1,0,11
45147841,IMI_EBD,0,18627,4,1926,1596,121,25,8,0,0,17
65866559,,0,31690,3,1770,1551,102,3,0,0,0,3
25050844,HIT,0,20135,4,2453,4328,237,16,4,0,0,12
6297520,IMI,1,170757,7,3201,6226,185,51,2,0,0,49
58616946,,0,5927,4,1976,9336,1320,64,1,0,1,62
49876476,,0,402962,5,1800,20229,421,5,0,0,0,5
714074,IMI,1,120558,3,4060,4716,423,23,10,1,1,11
32623292,IMI,1,8681,2,2182,1607,251,0,0,0,0,0
27729907,,0,16274,4,2379,5173,395,38,8,0,0,30
40511756,IMI_EBD,0,7226,5,3133,2768,259,3,1,0,0,2
78186814,FFI_IMI,1,282740,13,1906,12026,374,352,51,0,0,301
381979,IMI_EBD,0,33344,6,4492,5726,151,4,4,0,0,0
56342508,,0,21441,9,2134,2180,271,6,4,0,0,2
5901900,IMI,1,9469,2,3784,1226,74,0,0,0,0,0
43160685,FFI_IMI,1,308942,12,1780,20000,525,137,9,22,9,97
85095608,EBD,0,14556,4,1585,2956,126,0,0,0,0,0
45646037,,0,1059109,7,3838,20480,2355,34,1,0,0,33
20537104,IMI,1,20264,4,2553,1748,114,9,6,0,0,3
40484398,IMI,1,74004,3,2181,5403,440,25,8,0,0,17
1062572,FFI_IMI,1,20607,7,3914,3701,310,5,4,0,0,1
3431193,IMI_EBD,0,77533,10,3760,19751,1497,205,5,40,11,149
931039,IMI_EBD,0,2484,4,3837,2288,211,6,0,0,0,6
7693799,IMI,1,13487,3,2900,2113,214,4,3,0,0,1
79723839,,0,85313,13,2628,8557,105,4,1,0,0,3
50146229,IMI,1,77473,3,2021,3811,129,5,1,0,0,4
22475123,IMI_EBD,0,32804,5,2691,2313,147,14,3,0,0,11
18440563,IMI,1,7214,3,2689,1547,168,20,3,0,2,15
8162715,IMI,1,110919,4,3089,18755,265,36,1,2,7,26
126412363,,0,20621,9,1832,3735,347,6,6,0,0,0
18062944,IMI,1,7156,7,2652,4122,374,2,2,0,0,0
2163263,EBD,0,16933,2,3615,5661,265,17,0,4,1,12
30582779,IMI_EBD,0,2600,6,2355,1523,55,4,0,0,0,4
90349239,,0,1277,3,2355,2803,162,2,0,0,0,2
2609642,,0,12396,5,4020,7160,339,14,3,0,0,11
70342215,IMI,1,51531,3,1712,5212,349,13,7,0,0,6
2006876,FFI_IMI,1,101462,18,3675,11375,1257,137,8,2,1,126
23129458,FFI,1,34927,5,5049,7467,70,281,46,0,0,235
92570536,IMI_EBD,0,16050,3,1472,1620,272,3,1,0,0,2
942903,,0,1257,2,3951,1808,175,2,0,0,0,2
12143585,,0,3602,2,2880,3975,393,4,0,0,0,4
19205896,FFI,1,60067,4,2671,5518,303,30,11,0,0,19
13030144,,0,5261,3,3326,1052,63,0,0,0,0,0
1049095,FFI_IMI,1,74554,9,3920,12525,620,133,20,0,0,113
68312233,IMI,1,37788,8,1775,13819,1553,29,5,0,1,23
32969220,FFI_IMI,1,183078,7,2445,4127,521,92,36,0,1,55
82238168,IMI,1,125225,6,1620,3203,249,17,0,1,0,16
62091339,FFI,1,285069,8,2385,14980,918,160,13,0,3,144
23013268,IMI,1,18092,4,2502,3285,273,6,5,0,0,1
69290591,HIT,0,83944,3,1716,3273,353,21,2,0,0,19
3374332,IMI,1,70243,4,3439,2106,96,1,0,0,0,1
56352157,FFI_IMI_EBD,1,20897,5,1899,1256,110,9,1,0,0,8
42488903,IMI_EBD,0,617112,3,2171,6144,410,3,2,0,0,1
4467228,,0,6316,3,3327,1059,143,1,0,0,0,1
6662075,IMI,1,6297,3,3182,2690,443,6,0,0,0,6
12512833,,0,2212,3,2871,1667,112,2,1,0,0,1
2336578,IMI_EBD,0,3175,5,2716,1032,122,0,0,0,0,0
17814354,IMI,1,11916,3,2693,3538,319,6,3,0,1,2
54376220,,0,289950,4,3001,2474,125,3,0,0,0,3
911765,IMI,1,114018,8,4036,20000,590,36,4,6,0,26
15337142,FFI_IMI,1,49906,8,2856,12542,465,101,48,0,1,52
12618379,IMI,1,31496,3,2884,6662,214,18,4,1,0,13
103749180,FFI_IMI,1,45794,41,1141,9859,1128,8,7,0,0,1
1217614,FFI_IMI,1,1555334,21,3216,20000,542,446,125,0,0,321
5604798,,0,12789,5,3232,2057,174,3,0,0,0,3
4637221,FFI_IMI,1,4184,5,3181,2848,161,5,1,0,0,4
501326,IMI,1,14768,3,3842,1409,116,1,1,0,0,0
15830664,IMI_EBD,0,29923,4,2755,1566,210,2,0,0,0,2
3351871,FFI_IMI,1,200283,11,5416,11180,293,224,51,7,0,166
1338813,,0,71140,5,3696,7719,131,4,0,0,0,4
127227141,,0,48763,5,3419,3780,263,19,0,0,0,19
3744545,IMI_EBD,0,6003,4,3247,1672,406,4,2,0,0,2
58559694,IMI_EBD,0,71581,7,1521,20000,308,52,6,0,1,45
74962515,EBD,0,76919,3,1703,3059,100,1,0,0,0,1
37347459,IMI,1,10162,2,2226,1870,87,19,0,0,0,19
8708394,IMI_EBD,0,1647,3,3045,1141,159,5,1,0,2,2
1538210,,0,1115,2,3760,3712,347,12,0,0,0,12
14981376,FFI_IMI,1,164682,13,4279,13537,629,206,86,0,3,117
3880513,IMI_EBD,0,94703,3,3384,3355,167,6,3,0,0,3
37734226,IMI,1,189759,2,2127,3070,328,5,2,0,0,3
105138356,IMI_EBD,0,138403,5,1398,1218,56,4,2,0,0,2
26730195,IMI,1,38640,5,2327,7274,228,33,0,3,1,29
3766706,IMI,1,189676,4,4148,1804,100,11,4,0,0,7
23404839,IMI_EBD,0,28560,7,2479,2335,125,7,0,0,1,6
5349565,FFI_IMI,1,153945,10,3276,19108,658,157,76,0,47,34
1349775,FFI_IMI,1,104913,6,4343,4219,458,5,3,0,0,2
27500243,FFI_IMI,1,137915,8,4177,1860,141,1,1,0,0,0
18609427,IMI_EBD,0,60026,4,2667,2071,173,2,1,0,0,1
302322,FFI_IMI,1,386740,20,1471,20000,216,112,48,1,4,59
14734876,,0,677082,21,1899,15631,535,91,8,0,2,81
59435364,IMI,1,23388,5,1979,3301,76,11,2,0,2,7
26038648,FFI_IMI,1,40914,5,2743,3736,291,13,8,0,0,5
19249835,IMI_EBD,0,1727842,7,2693,11207,622,57,4,3,3,47
560495,IMI,1,20985,2,4157,2241,109,26,1,0,0,25
34921116,FFI_IMI,1,16019,12,2277,3803,509,50,38,0,0,12
112717963,FFI,1,49757,6,1801,1633,64,48,3,0,0,45
9603889,,0,65972,8,7875,20480,930,131,4,1,1,125
21779020,IMI,1,7475,2,2515,1886,251,4,0,0,0,4
138312,HIT,0,4469,3,2949,1674,284,9,1,0,0,8
32476524,IMI,1,2746,3,2314,1136,142,2,0,0,0,2
37834277,IMI_EBD,0,71360,5,2412,2176,54,9,2,1,0,6
56333861,IMI_EBD,0,124790,6,2990,3921,271,50,4,1,3,42
36606437,,0,90209,8,2242,7534,266,34,0,0,0,34
50063252,IMI,1,5645,2,1857,2916,285,4,1,0,0,3
1390248,FFI_IMI,1,507588,18,1648,20000,809,58,7,0,1,50
21233191,IMI,1,43009,6,2591,12525,376,91,51,3,4,33
70908208,,0,1493553,7,2669,20480,762,10,1,0,0,9
60537144,,0,245571,8,2286,12436,881,20,0,0,0,20
4814354,FFI_IMI,1,19604,5,2913,1313,102,5,0,0,0,5
10064545,IMI,1,10802,2,2972,2197,125,0,0,0,0,0
47690142,FFI_IMI,1,296721,11,2730,2746,49,75,5,1,0,69
56760633,IMI,1,65176,3,1926,6409,501,18,3,0,5,10
38900806,,0,28618,2,2827,4946,147,12,2,0,0,10
2560988,IMI_EBD,0,9639,7,3533,2779,399,18,3,0,0,15
106024057,,0,4932,4,4132,7196,423,7,0,0,0,7
5569059,,0,18664,3,3344,10560,481,14,2,0,0,12
4095287,IMI,1,43337,4,3381,10871,907,121,2,1,2,116
2649214,FFI_IMI,1,1471965,22,2053,20000,115,184,81,1,0,102
13258039,IMI,1,19267,5,2857,7361,630,26,11,4,0,11
64700934,IMI,1,15419,3,1823,2499,291,29,1,0,8,20
21763822,EBD,0,25347,11,2576,16368,607,25,7,0,0,18
1305114,EBD,0,12064,5,3748,2353,254,0,0,0,0,0
5880912,,0,61084,5,3003,1880,231,0,0,0,0,0
8224923,,0,67798,5,3081,9126,237,18,0,0,0,18
3314,IMI,1,120545,6,3854,20000,1097,122,4,5,3,110
24977535,,0,34445,3,2477,3354,145,1,0,0,0,1
12926963,IMI,1,75963,3,2836,17880,244,58,0,0,1,57
106995,IMI,1,6892,11,5015,4276,511,36,6,17,1,12
40892817,,0,53532,10,3101,20480,610,65,0,0,0,65
43640830,FFI_IMI,1,86046,15,1995,13041,2081,299,45,2,1,251
43330374,,0,20975,3,2121,3711,261,56,11,0,0,45
17148588,IMI_EBD,0,117406,5,2756,6567,204,36,5,0,0,31
87335980,,0,209005,11,1801,20480,869,23,2,0,0,21
95067884,IMI,1,98478,4,1426,1515,37,0,0,0,0,0
6780767,FFI,1,54290,3,3179,9485,379,54,6,0,0,48
1203139,,0,2355,2,3756,1022,87,4,0,0,0,4
4916869,IMI,1,1975,3,3213,1038,91,5,0,0,0,5
4084908,FFI_IMI,1,64721,10,3387,8774,152,63,18,0,0,45
7544081,,0,1873,3,3080,1626,208,1,0,0,0,1
102692863,FFI_IMI,1,20342,7,1422,1792,242,5,2,0,0,3
67747748,,0,18264,9,3195,15195,1312,34,12,0,0,22
17618901,IMI,1,27064,2,2693,5194,90,12,0,0,0,12
42289146,IMI,1,26843,5,2025,1206,80,0,0,0,0,0
17391973,FFI_IMI,1,30309,7,3534,2372,207,33,23,0,0,10
1529160,IMI_EBD,0,32547,7,3777,7296,344,104,4,1,3,96
36674234,IMI,1,12599,3,1871,1475,87,1,0,0,0,1
478996,IMI_EBD,0,26981,3,4798,7218,385,13,10,0,0,3
43613404,,0,16344,10,4707,6537,994,41,0,0,4,37
24655114,,0,71982,6,2487,3709,306,4,0,0,0,4
53321815,,0,6514,2,1963,4301,165,1,0,0,0,1
65052980,,0,1046,3,3842,1085,176,4,0,0,0,4
12970971,EBD,0,17683,3,2866,2462,132,2,0,0,0,2
16479108,,0,135791,9,2739,13529,750,22,0,0,0,22
801795,IMI,1,8165,4,3434,1083,113,8,3,0,0,5
4188772,,0,1804,3,3366,1244,151,3,0,0,0,3
12246785,,0,22066,7,2891,8453,697,10,0,0,1,9
248523,HIT,0,4436,4,4391,2669,357,5,0,0,0,5
18068542,,0,13805,7,3457,12372,808,22,0,0,0,22
1204214,IMI,1,6691,4,3885,4047,221,2,0,0,0,2
52729242,FFI_IMI,1,37992,8,3996,4042,331,112,37,0,4,71
2436267,,0,6980,2,3592,8077,610,17,0,0,0,17
35998691,IMI,1,127611,7,2261,2385,393,9,0,0,0,9
40772809,,0,4875,3,3691,2750,220,7,0,0,1,6
46180504,FFI,1,46878,2,1931,1248,212,2,0,0,0,2
3516624,,0,3146,7,3430,2379,220,5,2,0,0,3
114187903,FFI_IMI,1,68766,15,1527,16436,252,143,78,1,0,64
76694515,,0,2640,5,1778,2445,143,1,0,0,0,1
34407651,IMI_EBD,0,700204,18,1570,20000,848,238,0,0,1,237
42237038,,0,811,2,2657,1040,112,2,0,0,0,2
34275045,FFI_IMI,1,124326,14,3723,9184,529,68,30,0,0,38
